latitude,longitude,location_name,crime_type,incident_time,hour,day_of_week,month
19.073157,72.887511,Kurla,burglary,2025-03-17 05:18:23.813900,5,0,3
19.201591,72.841719,Kandivali,burglary,2025-09-11 15:09:28.386587,15,3,9
18.905542,72.818103,Colaba,burglary,2025-11-28 14:19:24.679928,14,4,11
18.938474,72.826333,Marine Drive,theft,2025-07-31 10:47:38.818228,10,3,7
19.108813,72.827008,Andheri West,theft,2025-11-05 10:37:26.190449,10,2,11
19.044076,72.893348,Chembur,burglary,2025-05-07 15:06:40.772214,15,2,5
18.930909,72.827904,Churchgate,vandalism,2025-03-23 21:24:29.100460,21,6,3
19.073873,72.880323,Kurla,assault,2025-06-03 19:53:01.869063,19,1,6
19.049367,72.846737,Bandra East,burglary,2025-06-09 15:31:07.134077,15,0,6
19.190781,72.846449,Malad,assault,2025-10-12 03:47:41.211146,3,6,10
19.090756,72.911446,Ghatkopar,assault,2025-10-04 05:20:04.352185,5,5,10
19.08251,72.900142,Ghatkopar,theft,2026-01-13 16:02:13.740773,16,1,1
19.037771,72.848781,Dharavi,theft,2025-04-05 19:15:00.536806,19,5,4
19.018653,72.805238,Worli,assault,2025-11-16 06:56:28.122942,6,6,11
19.064296,72.845176,Bandra East,theft,2025-08-20 08:46:21.023505,8,2,8
18.897995,72.820742,Colaba,theft,2025-03-06 00:37:18.763503,0,3,3
18.943462,72.828369,Marine Drive,theft,2026-01-14 12:17:56.392040,12,2,1
19.064591,72.842375,Bandra East,theft,2025-10-03 15:16:31.516259,15,4,10
19.004718,72.844343,Parel,theft,2025-11-21 10:32:59.921171,10,4,11
19.019205,72.814416,Worli,theft,2025-06-20 23:03:10.071986,23,4,6
19.118482,72.818271,Andheri West,theft,2025-05-01 17:38:21.765977,17,3,5
19.107982,72.869176,Andheri East,burglary,2025-04-03 16:01:53.932980,16,3,4
19.041087,72.853275,Dharavi,theft,2025-12-23 12:58:32.463508,12,1,12
19.020841,72.849248,Dadar,theft,2025-05-06 20:50:23.829657,20,1,5
19.071385,72.877538,Kurla,vandalism,2025-06-09 01:27:31.722376,1,0,6
19.022708,72.847542,Dadar,theft,2025-10-25 03:31:45.280498,3,5,10
19.080252,72.903661,Ghatkopar,vandalism,2025-09-29 23:53:25.286263,23,0,9
19.06925,72.886707,Kurla,robbery,2025-04-26 04:20:57.124646,4,5,4
19.059077,72.852286,Bandra East,assault,2025-05-03 02:39:13.561339,2,5,5
18.927515,72.828107,Churchgate,burglary,2025-02-03 14:27:24.643893,14,0,2
18.932774,72.82669,Churchgate,fraud,2026-01-10 16:57:15.175896,16,5,1
19.199336,72.863511,Kandivali,burglary,2025-09-22 17:49:48.101716,17,0,9
19.112454,72.872342,Andheri East,robbery,2026-01-04 12:42:53.030927,12,6,1
18.93132,72.832881,Fort,burglary,2026-01-17 12:42:51.959806,12,5,1
19.045135,72.845557,Dharavi,robbery,2025-09-09 14:52:05.489218,14,1,9
19.045077,72.902143,Chembur,vandalism,2025-03-06 03:44:31.731450,3,3,3
19.088075,72.90354,Ghatkopar,theft,2025-10-30 10:04:44.233879,10,3,10
19.226592,72.845605,Borivali,assault,2025-07-12 10:35:07.626987,10,5,7
19.076058,72.888337,Kurla,burglary,2025-05-19 14:13:11.799041,14,0,5
19.089647,72.907946,Ghatkopar,vandalism,2025-08-08 17:00:17.916092,17,4,8
19.10876,72.873177,Andheri East,vandalism,2025-11-11 21:44:15.967468,21,1,11
19.086762,72.917117,Ghatkopar,robbery,2025-02-18 21:57:35.538667,21,1,2
19.088376,72.899291,Ghatkopar,robbery,2025-11-07 04:38:43.603154,4,4,11
19.059781,72.907698,Chembur,robbery,2025-10-10 07:39:36.491504,7,4,10
19.042006,72.841235,Dharavi,burglary,2025-05-28 19:38:49.184466,19,2,5
19.017154,72.850144,Dadar,theft,2025-03-07 19:46:29.755473,19,4,3
19.170468,72.851071,Goregaon,theft,2025-12-23 06:33:03.908154,6,1,12
18.93938,72.826612,Churchgate,fraud,2025-05-08 06:14:49.136944,6,3,5
19.049234,72.909852,Chembur,vandalism,2025-06-18 09:34:51.677317,9,2,6
18.997575,72.839161,Parel,theft,2025-08-11 12:25:46.504061,12,0,8
19.06366,72.846873,Bandra East,robbery,2026-01-18 03:15:37.163417,3,6,1
19.000993,72.848226,Parel,vandalism,2025-02-25 04:04:44.863295,4,1,2
18.944303,72.82059,Marine Drive,theft,2025-08-06 13:20:10.793069,13,2,8
19.114501,72.831418,Juhu,theft,2026-01-28 10:34:59.551641,10,2,1
19.233683,72.853534,Borivali,burglary,2025-07-19 01:53:56.117160,1,5,7
19.042157,72.856473,Dharavi,vandalism,2025-04-07 13:05:22.216452,13,0,4
19.052574,72.90091,Chembur,robbery,2025-06-29 22:16:21.188575,22,6,6
18.994516,72.83597,Parel,robbery,2025-07-09 21:33:40.421765,21,2,7
19.066588,72.841273,Bandra East,theft,2025-05-13 18:27:35.879436,18,1,5
19.183656,72.952532,Mulund,assault,2025-12-22 23:04:17.184982,23,0,12
19.106817,72.871808,Andheri East,burglary,2025-11-22 14:45:38.018015,14,5,11
19.068756,72.842114,Bandra West,fraud,2026-01-23 11:44:02.940843,11,4,1
19.231248,72.866017,Borivali,theft,2025-08-04 11:48:50.420463,11,0,8
19.074294,72.889882,Kurla,robbery,2025-03-09 23:48:50.046460,23,6,3
19.067694,72.879959,Kurla,assault,2026-01-26 21:00:16.798178,21,0,1
19.182961,72.848542,Malad,vandalism,2025-03-07 12:40:40.743253,12,4,3
19.043,72.849041,Dharavi,theft,2026-01-06 19:56:28.429237,19,1,1
18.997901,72.848898,Parel,assault,2026-01-10 07:15:08.711376,7,5,1
19.059172,72.840493,Bandra East,burglary,2025-12-26 17:05:57.610925,17,4,12
19.063182,72.850296,Bandra East,theft,2026-01-26 11:42:58.186102,11,0,1
18.930154,72.830147,Churchgate,theft,2025-04-21 15:46:01.888352,15,0,4
19.072448,72.89609,Kurla,robbery,2025-04-22 05:30:03.668349,5,1,4
19.062512,72.852078,Bandra East,theft,2025-08-30 09:00:45.831157,9,5,8
18.930107,72.823708,Churchgate,theft,2025-09-30 01:24:54.003444,1,1,9
19.072867,72.8882,Kurla,theft,2025-06-15 13:49:13.681890,13,6,6
19.004433,72.83827,Parel,assault,2025-06-29 20:14:41.558578,20,6,6
19.114954,72.913281,Powai,burglary,2025-02-17 15:01:49.954312,15,0,2
19.122917,72.827732,Andheri West,vandalism,2025-08-21 02:33:27.013232,2,3,8
19.05963,72.843499,Bandra East,assault,2025-12-11 03:41:50.459198,3,3,12
19.07495,72.893287,Kurla,theft,2025-12-31 06:05:14.172540,6,2,12
19.090126,72.916004,Ghatkopar,robbery,2025-10-16 00:31:48.004617,0,3,10
19.110659,72.85927,Andheri East,theft,2025-04-07 13:09:50.240476,13,0,4
19.062821,72.823272,Bandra West,robbery,2025-11-12 00:48:56.950745,0,2,11
19.11336,72.892101,Powai,fraud,2025-09-06 01:18:58.715550,1,5,9
19.078897,72.891523,Kurla,burglary,2025-09-13 16:01:55.551227,16,5,9
19.006703,72.844467,Parel,theft,2025-05-20 10:01:23.415637,10,1,5
19.034924,72.854636,Dharavi,theft,2025-05-01 13:29:41.250421,13,3,5
19.008407,72.838081,Parel,vandalism,2026-01-13 23:17:00.228096,23,1,1
19.057138,72.85385,Bandra East,fraud,2025-04-15 15:51:29.700728,15,1,4
19.053669,72.845225,Bandra East,burglary,2025-10-02 02:21:26.085743,2,3,10
19.080176,72.881552,Kurla,assault,2025-05-18 01:00:08.680246,1,6,5
19.077727,72.891698,Kurla,assault,2026-01-23 08:19:43.956706,8,4,1
19.04507,72.897512,Chembur,assault,2025-07-07 11:30:52.344122,11,0,7
19.027309,72.825429,Worli,theft,2026-01-09 08:18:27.415380,8,4,1
19.060887,72.842266,Bandra West,assault,2025-06-22 03:25:44.236935,3,6,6
19.072374,72.881834,Kurla,robbery,2025-05-25 14:14:30.937840,14,6,5
19.071949,72.892957,Kurla,theft,2025-07-04 14:59:54.104603,14,4,7
19.029314,72.818582,Worli,theft,2025-07-10 05:07:05.957494,5,3,7
19.115178,72.866134,Andheri East,vandalism,2025-02-09 05:22:28.761984,5,6,2
19.087366,72.899857,Ghatkopar,burglary,2025-02-11 10:26:49.402161,10,1,2
19.172006,72.956664,Mulund,burglary,2025-09-30 02:06:12.702648,2,1,9
19.055783,72.837519,Bandra East,burglary,2025-05-23 12:53:12.575456,12,4,5
19.053424,72.84485,Bandra East,theft,2025-10-14 09:34:37.873640,9,1,10
19.193935,72.835595,Malad,assault,2025-12-01 02:11:25.504691,2,0,12
19.171499,72.957861,Mulund,assault,2025-09-02 04:29:33.130235,4,1,9
19.08837,72.908557,Ghatkopar,theft,2025-06-13 22:12:24.033862,22,4,6
19.054355,72.846303,Bandra East,assault,2025-12-12 01:13:12.805387,1,4,12
19.111579,72.87936,Andheri East,assault,2025-11-23 05:39:34.726716,5,6,11
19.120354,72.869053,Andheri East,burglary,2025-07-16 11:55:29.930120,11,2,7
19.063978,72.829025,Bandra West,assault,2025-10-11 00:35:58.049360,0,5,10
19.119391,72.826895,Andheri West,theft,2025-03-06 10:22:39.749950,10,3,3
19.073611,72.882972,Kurla,assault,2025-05-26 22:26:24.448509,22,0,5
19.072686,72.88024,Kurla,theft,2025-05-24 11:16:47.826296,11,5,5
19.036623,72.850906,Dharavi,burglary,2025-04-14 17:24:07.626314,17,0,4
19.004624,72.846428,Parel,assault,2025-02-06 05:27:14.274018,5,3,2
19.069366,72.823991,Bandra West,theft,2025-07-16 15:35:01.260701,15,2,7
19.089357,72.894869,Ghatkopar,theft,2025-02-07 13:42:46.520402,13,4,2
19.230416,72.862524,Borivali,robbery,2025-02-03 23:56:49.878868,23,0,2
19.043379,72.853074,Dharavi,burglary,2025-10-02 04:28:14.998349,4,3,10
19.113987,72.865757,Andheri East,theft,2025-06-11 09:48:55.591350,9,2,6
19.047131,72.895568,Chembur,theft,2025-12-02 06:36:42.390023,6,1,12
19.168225,72.842423,Goregaon,robbery,2026-01-04 00:17:26.114347,0,6,1
19.086623,72.911713,Ghatkopar,burglary,2025-11-01 19:07:42.968409,19,5,11
19.083476,72.915305,Ghatkopar,robbery,2025-05-05 13:12:45.862390,13,0,5
19.01288,72.818321,Worli,theft,2025-02-20 21:50:41.613834,21,3,2
19.076506,72.885777,Kurla,vandalism,2026-01-18 04:26:57.542731,4,6,1
19.050381,72.899007,Chembur,robbery,2025-12-29 14:51:18.965370,14,0,12
19.054343,72.901412,Chembur,theft,2025-09-20 23:05:07.141776,23,5,9
19.210477,72.865004,Kandivali,robbery,2025-12-29 05:25:25.365627,5,0,12
19.059218,72.84937,Bandra East,assault,2025-10-17 05:02:43.654313,5,4,10
19.088126,72.914056,Ghatkopar,burglary,2025-05-06 13:56:12.806656,13,1,5
19.175125,72.961695,Mulund,theft,2026-01-25 13:32:17.080082,13,6,1
19.046513,72.842416,Dharavi,theft,2025-10-13 09:42:09.632298,9,0,10
19.200709,72.851898,Kandivali,burglary,2025-10-29 15:12:18.685542,15,2,10
19.001318,72.831277,Parel,theft,2025-06-14 14:23:17.696288,14,5,6
19.228674,72.862026,Borivali,theft,2025-07-07 14:22:32.916637,14,0,7
19.069111,72.882899,Kurla,robbery,2025-09-06 00:10:29.890136,0,5,9
19.064034,72.821701,Bandra West,robbery,2025-02-27 01:09:33.170245,1,3,2
19.087005,72.91499,Ghatkopar,robbery,2025-02-09 22:50:57.879004,22,6,2
19.021599,72.846301,Dadar,theft,2025-07-02 15:37:23.030147,15,2,7
19.170316,72.847711,Goregaon,assault,2025-12-25 13:40:34.244434,13,3,12
18.998515,72.840076,Parel,theft,2025-12-08 20:30:35.792532,20,0,12
18.943571,72.832327,Marine Drive,assault,2025-08-24 14:01:53.862386,14,6,8
19.018177,72.813878,Worli,robbery,2025-10-21 19:41:57.570213,19,1,10
19.056751,72.889542,Chembur,burglary,2025-12-01 14:08:17.796757,14,0,12
18.929223,72.831833,Fort,theft,2025-09-18 10:45:52.011039,10,3,9
19.074278,72.892914,Kurla,burglary,2025-03-13 03:28:49.134529,3,3,3
19.023002,72.821884,Worli,theft,2025-08-16 21:15:23.558535,21,5,8
19.055764,72.894796,Chembur,theft,2025-08-11 06:18:19.223107,6,0,8
19.107023,72.862445,Andheri East,burglary,2025-12-06 17:51:07.328890,17,5,12
19.072448,72.879139,Kurla,burglary,2025-03-13 19:53:56.381971,19,3,3
19.071174,72.880121,Kurla,theft,2025-11-28 16:35:32.153520,16,4,11
19.112909,72.866287,Andheri East,vandalism,2025-09-12 14:44:24.991325,14,4,9
19.172107,72.848496,Goregaon,burglary,2025-09-13 23:25:45.654355,23,5,9
18.938557,72.829708,Marine Drive,fraud,2025-04-12 02:25:04.299395,2,5,4
19.172896,72.956699,Mulund,theft,2025-03-28 12:08:44.868990,12,4,3
19.116011,72.859907,Andheri East,burglary,2025-11-20 20:39:51.473785,20,3,11
19.023738,72.842914,Dadar,vandalism,2025-08-15 10:55:57.569197,10,4,8
19.188707,72.849853,Malad,vandalism,2025-03-27 12:33:20.340921,12,3,3
19.062461,72.855735,Bandra East,assault,2025-11-30 12:45:30.599767,12,6,11
19.178411,72.956023,Mulund,robbery,2025-05-12 00:16:59.441140,0,0,5
18.933984,72.828345,Churchgate,robbery,2025-11-08 04:42:07.478259,4,5,11
19.055064,72.897802,Chembur,theft,2025-07-25 09:02:42.869304,9,4,7
19.10772,72.826255,Juhu,assault,2025-11-03 18:47:30.302493,18,0,11
19.083239,72.880687,Kurla,fraud,2026-01-05 09:12:15.908025,9,0,1
19.107921,72.869714,Andheri East,theft,2026-01-14 12:27:18.096095,12,2,1
19.022378,72.825832,Worli,burglary,2025-04-23 19:08:02.682533,19,2,4
19.053748,72.896587,Chembur,robbery,2025-02-13 00:42:07.633343,0,3,2
19.07598,72.887403,Kurla,theft,2025-04-26 18:48:36.688356,18,5,4
18.936496,72.834347,Fort,burglary,2025-03-28 21:07:16.650294,21,4,3
19.119389,72.901856,Powai,theft,2025-05-14 22:42:37.097842,22,2,5
19.167213,72.856748,Goregaon,theft,2025-07-15 18:44:54.623780,18,1,7
19.181245,72.845485,Malad,theft,2025-12-30 19:59:38.786378,19,1,12
19.087843,72.901444,Ghatkopar,assault,2026-01-13 07:24:04.831417,7,1,1
19.049951,72.905994,Chembur,robbery,2025-06-18 00:41:17.515590,0,2,6
19.071453,72.879994,Kurla,robbery,2025-07-06 14:42:18.592473,14,6,7
19.054519,72.852342,Bandra East,burglary,2025-03-17 19:17:05.106670,19,0,3
19.046556,72.853684,Dharavi,burglary,2025-05-28 18:20:52.644293,18,2,5
19.073646,72.892076,Kurla,theft,2025-12-16 16:07:55.012094,16,1,12
19.060581,72.83342,Bandra West,burglary,2025-06-19 02:56:00.941642,2,3,6
19.058522,72.846003,Bandra East,assault,2025-11-26 12:46:34.674262,12,2,11
18.93682,72.822621,Marine Drive,assault,2025-08-22 18:44:33.565359,18,4,8
19.062988,72.851264,Bandra East,theft,2026-01-16 14:43:31.490081,14,4,1
19.082051,72.878358,Kurla,theft,2025-11-28 12:26:57.175179,12,4,11
19.059819,72.851115,Bandra East,theft,2025-10-12 21:00:34.581766,21,6,10
19.159045,72.852161,Goregaon,vandalism,2025-10-24 02:48:58.854282,2,4,10
19.044593,72.850167,Dharavi,robbery,2025-02-25 23:14:12.857700,23,1,2
19.050819,72.826009,Bandra West,theft,2025-05-25 11:50:00.623487,11,6,5
19.054863,72.903059,Chembur,theft,2025-08-28 21:59:46.550400,21,3,8
19.056665,72.892264,Chembur,theft,2025-09-01 10:28:25.064374,10,0,9
19.106693,72.830475,Juhu,robbery,2025-06-06 07:49:59.579123,7,4,6
19.200337,72.866502,Kandivali,theft,2025-09-16 18:16:09.862724,18,1,9
19.027355,72.82565,Worli,theft,2025-11-09 11:39:53.375021,11,6,11
19.11251,72.866354,Andheri East,vandalism,2025-09-19 18:34:46.236131,18,4,9
19.013887,72.81329,Worli,robbery,2025-02-25 04:46:20.207691,4,1,2
19.068501,72.883844,Kurla,robbery,2025-03-27 23:14:34.307845,23,3,3
19.058506,72.852025,Bandra East,vandalism,2025-02-25 07:29:47.060546,7,1,2
19.111935,72.873627,Andheri East,theft,2025-10-10 06:43:30.338125,6,4,10
19.065634,72.852434,Bandra East,theft,2025-02-27 11:55:11.208984,11,3,2
19.02405,72.817361,Worli,robbery,2025-08-13 02:07:21.825642,2,2,8
19.20935,72.860143,Kandivali,robbery,2025-02-01 05:32:56.582672,5,5,2
19.101514,72.914116,Ghatkopar,robbery,2025-07-17 06:31:32.766792,6,3,7
19.050969,72.842222,Dharavi,vandalism,2025-04-27 13:50:53.712175,13,6,4
19.203157,72.84979,Kandivali,burglary,2025-03-14 04:57:34.412614,4,4,3
19.063362,72.846882,Bandra East,vandalism,2025-08-24 21:13:57.949007,21,6,8
19.044695,72.85642,Dharavi,assault,2025-08-29 22:59:21.863939,22,4,8
19.054137,72.900814,Chembur,robbery,2025-07-14 08:14:47.280362,8,0,7
19.041566,72.846365,Dharavi,theft,2025-08-22 20:09:18.989414,20,4,8
19.118179,72.875307,Andheri East,burglary,2025-06-21 13:18:52.064437,13,5,6
19.050055,72.859062,Bandra East,assault,2025-01-30 20:21:03.603426,20,3,1
19.007138,72.844715,Parel,burglary,2025-03-24 08:27:48.684255,8,0,3
19.05161,72.899633,Chembur,assault,2025-11-28 21:17:52.600351,21,4,11
19.079977,72.885364,Kurla,assault,2025-09-14 08:04:45.861540,8,6,9
19.121721,72.893704,Powai,burglary,2025-07-07 17:35:14.816736,17,0,7
19.054933,72.905339,Chembur,theft,2025-12-07 00:07:27.704926,0,6,12
19.076657,72.883596,Kurla,robbery,2025-05-09 04:16:37.373431,4,4,5
19.057399,72.8416,Bandra East,vandalism,2025-07-07 00:21:28.480080,0,0,7
